,Comp,File,Line,Spkr,StTime,Content,EnTime,inv
740.11,DCB,DCB_se2_ag4_f_02_1,3386,DCB_se2_ag4_f_02,3448.373,"if the cherry blossoms are blooming, will they be in bloom when [the-]",3451.257,1
250.176,DCB,DCB_se2_ag4_f_03_1,1539,DCB_se2_ag4_f_03,1584.4742,"you know, be out there",1585.2715,1
230.111,DCB,DCB_se2_ag4_f_05_1,1117,DCB_se2_ag4_f_05,1692.7103,"And then you look around, you be like,",1694.0812,1
299.134,DCB,DCB_se2_ag4_f_05_1,1743,DCB_se2_ag4_f_05,2549.5114,[And I'm] scared to death of 'em. I let them be homeowners.,2552.1402,1
440.327,DCB,DCB_se2_ag4_f_05_1,2569,DCB_se2_ag2_f_01,3762.8757,"[But she- But sometime she] be more hip than we are. Like she come home, like,",3766.5128,1
354.613,DCB,DCB_se2_ag4_m_01_1,2140,DCB_se2_ag4_m_01,2813.746,You done. You be <sound effect>.,2815.0627,1
362.253,DCB,DCB_se2_ag4_m_01_1,2230,DCB_se2_ag4_m_01,2920.3222,"I'm like this. Who you talking to, dog, this is- Hey, this is my thing. I come and put this in here to make sure this building be operating when I leave.",2926.5629,1
402.1212,DCB,DCB_se2_ag4_m_01_1,2526,DCB_se2_ag4_m_01,3318.9312,this that and the other. And I always watch my- my father be sitting there dancing with my moms.,3322.5073,1
98.1812,DCB,DCB_se3_ag1_f_01_1,497,DCB_se3_ag1_f_01,639.5982,"And, you know, kids be disrespectful to the teachers.",641.6419,1
148.2513,DCB,DCB_se3_ag1_f_01_1,985,DCB_se3_ag1_f_01,1261.5465,"I don't like having to do what other people say. Cause I'm like, who does- who wants to come and work then be bossed by somebody?",1267.8111,1
164.1225,DCB,DCB_se3_ag1_f_01_1,1049,DCB_se3_ag1_f_01,1347.8978,Cause I be raising my hand to answer questions in class and I get good grades.,1351.19,1
170.1125,DCB,DCB_se3_ag1_f_01_1,1171,DCB_se3_ag1_f_01,1485.2716,"Everybody's not your friend. Cause you be naming this person, that person. All them are not your friends.",1489.2529,1
207.417,DCB,DCB_se3_ag1_f_01_1,1405,DCB_int_01,1791.6235,"But when you talk about like ten years ago they be like, oh that's a long time. But last year's like, oh that's recent.",1795.4223,1
208.18,DCB,DCB_se3_ag1_f_01_1,1408,DCB_se3_ag1_f_01,1800.302,"Um, /RD-NAME-4/ and /RD-NAME-4/ told me and they were like, you should totally come here, we be having so much fun.",1807.3903,1
158.931,DCB,DCB_se3_ag1_m_01_1,593,DCB_se3_ag1_m_01,710.7288,"shy them down or dumb them down, be like, oh,",713.3647,1
356.221,DCB,DCB_se3_ag1_m_01_1,2298,DCB_se3_ag1_m_01,2884.8657,you claim that you may go home and the fridge might not be nothing,2888.7122,1
358.37,DCB,DCB_se3_ag1_m_01_1,2356,DCB_se3_ag1_m_01,2942.3829,A lot of celebrities and stars have money and be miserable.,2945.0268,1
4.558,DCB,DCB_se3_ag1_m_01_2,12,DCB_se3_ag1_m_01,12.6573,"accent. We be like, dang, or-",14.9134,1
90.53,DCB,DCB_se3_ag1_m_01_2,347,DCB_se3_ag1_m_01,403.0024,And have a peace of mind and be around positive people.,405.7838,1
128.2714,DCB,DCB_se3_ag2_f_01_1,857,DCB_se3_ag2_f_01,966.2669,"I don't know, that would just like, be silent and like follow all the rules and stuff.",971.3537,1
206.36,DCB,DCB_se3_ag2_f_01_1,1373,DCB_se3_ag2_f_01,1535.1697,I'm gonna just be in like,1536.3907,1
156.59,DCB,DCB_se3_ag3_f_02_1,1459,DCB_se3_ag3_f_02,1496.1325,"morbid. And just be like,",1497.2085,1
164.297,DCB,DCB_se3_ag3_f_02_1,1589,DCB_se3_ag3_f_02,1618.7117,And I would just be sitting and-,1619.8503,1
186.1813,DCB,DCB_se3_ag3_f_02_1,1739,DCB_se3_ag3_f_02,1765.285,"willing to help you be better,",1767.6807,1
186.209,DCB,DCB_se3_ag3_f_02_1,1741,DCB_se3_ag3_f_02,1768.3346,"and people are willing to just be better,",1769.7469,1
188.1127,DCB,DCB_se3_ag3_f_02_1,1811,DCB_se3_ag3_f_02,1828.2064,"Um, and it was- it was really good for me to just be there for a little bit before I purchased.",1831.447,1
190.832,DCB,DCB_se3_ag3_f_02_1,1848,DCB_se3_ag3_f_02,1862.0576,"a lot of safety things. You know, you- you can't just be like you on the prairie and just be free for all.",1866.1049,1
234.1614,DCB,DCB_se3_ag3_f_02_1,2285,DCB_se3_ag3_f_02,2316.8197,"So he would try everything, I mean, you could just be like, flat like a pancake and he would try",2321.1973,1
234.462,DCB,DCB_se3_ag3_f_02_1,2315,DCB_se3_ag3_f_02,2350.9304,"And he would just be so upset, but he knew that it was-",2353.07,1
278.625,DCB,DCB_se3_ag3_f_02_1,2532,DCB_se3_ag3_f_02,2563.387,"/What I'm'a do/ Simple City, Simple City and Eastgate beef, but I be around both areas (laughing)",2566.8236,1
92.1916,DCB,DCB_se3_ag3_m_01_1,934,DCB_se3_ag3_m_01,890.617,"species number three. It be me little ST, the baddest one of them all, finna make them snakes fall. (rapping)",895.6156,1
385.102,DCB,DCB_se3_ag3_m_02_1,1521,DCB_se3_ag3_m_02,1817.2948,"I mean, call my mother and be like, w- what you doing Saturday, and we're like, nothing.",1819.8581,1
397.26,DCB,DCB_se3_ag3_m_02_1,1590,DCB_se3_ag3_m_02,1893.9338,"Sister be like, why?",1894.7213,1
607.21,DCB,DCB_se3_ag3_m_02_1,3034,DCB_se3_ag3_m_02,3669.1236,people from- it ain't gonna just be people from Benning Road that go over there to see that band play.,3672.3435,1
148.557,DCB,DCB_se3_ag4_f_01_1,1065,DCB_se3_ag4_f_01,1159.7962,prostitution- U Street started to get- be known for,1162.6919,1
270.142,DCB,DCB_se3_ag4_f_01_1,2082,DCB_se3_ag4_f_01,2160.3402,You know- We'd hang out and be stupid at the library.,2162.2613,1
422.194,DCB,DCB_se3_ag4_f_01_1,4200,DCB_se3_ag4_f_01,4171.1952,"you know, have me be down there. And if I didn't have transportation to a f- I just-",4174.5432,1
267.41,DCB,DCB_se3_ag4_f_02_1,2285,DCB_se3_ag4_f_02,2465.1028,it's in proximity to Georgetown. But I never considered it be Georgetown because they call it Foggy Bottom,2470.3967,1
