RESPONSE,RACE_INT,SUBJECT,AGE,GENDER,DATE,TIMESTAMP,LINE
0,white,eductation,10,male,1999-04-10,00:11:20.940,I think you have the power to do that.
0,white,eductation,10,male,1999-04-10,00:11:22.840,G. SMITH:  Thank you.
0,white,eductation,10,male,1999-04-10,00:11:23.410,"WINFREY:  Do you feel that yourself, that you can really"
0,white,eductation,10,male,1999-04-10,00:11:23.410,"WINFREY:  Do you feel that yourself, that you can really"
0,white,eductation,10,male,1999-04-10,00:11:25.640,make a big difference in the world?
0,white,eductation,10,male,1999-04-10,00:11:27.680,"G. SMITH:  Yes, I believe that you can make a big difference"
0,white,eductation,10,male,1999-04-10,00:11:30.610,"in the world, and I believe that the way to make"
0,white,eductation,10,male,1999-04-10,00:11:30.610,"in the world, and I believe that the way to make"
0,white,eductation,10,male,1999-04-10,00:11:30.610,"in the world, and I believe that the way to make"
0,white,eductation,10,male,1999-04-10,00:11:34.390,"this difference is through education,"
0,white,eductation,10,male,1999-04-10,00:11:34.390,"this difference is through education,"
0,white,eductation,10,male,1999-04-10,00:11:36.420,and especially because the first step to peace is through
0,white,eductation,10,male,1999-04-10,00:11:36.420,and especially because the first step to peace is through
0,white,eductation,10,male,1999-04-10,00:11:46.090,WINFREY:  Wow.  I think you're right about that.
0,white,eductation,10,male,1999-04-10,00:11:46.090,WINFREY:  Wow.  I think you're right about that.
0,white,eductation,10,male,1999-04-10,00:11:48.660,I think you're really right. Tell me why you came up
0,white,eductation,10,male,1999-04-10,00:11:51.440,with the idea for your IEM non-violence program???
0,white,eductation,10,male,1999-04-10,00:11:54.970,and how does that work?
0,white,eductation,10,male,1999-04-10,00:11:58.040,"all of the sad things, the bombings that go on and all"
0,white,eductation,10,male,1999-04-10,00:11:58.040,"all of the sad things, the bombings that go on and all"
0,white,eductation,10,male,1999-04-10,00:11:58.040,"all of the sad things, the bombings that go on and all"
0,white,eductation,10,male,1999-04-10,00:11:58.040,"all of the sad things, the bombings that go on and all"
0,white,eductation,10,male,1999-04-10,00:12:02.110,the hate crimes and it's all because someone doesn't
0,white,eductation,10,male,1999-04-10,00:12:09.810,And I'm--I'm starting this program so I can--so I can
0,white,eductation,10,male,1999-04-10,00:12:14.460,"figure out why they do this, why do they want to hurt"
0,white,eductation,10,male,1999-04-10,00:12:14.460,"figure out why they do this, why do they want to hurt"
0,white,eductation,10,male,1999-04-10,00:12:14.460,"figure out why they do this, why do they want to hurt"
0,white,eductation,10,male,1999-04-10,00:12:19.690,"these people, and figure out a way to reverse this."
0,white,eductation,10,male,1999-04-10,00:12:19.690,"these people, and figure out a way to reverse this."
0,white,eductation,10,male,1999-04-10,00:12:28.460,I believe that the--that peace will also start with
0,white,eductation,10,male,1999-04-10,00:12:28.460,I believe that the--that peace will also start with
0,white,eductation,10,male,1999-04-10,00:12:34.420,"the children, and that if we can get the children to"
0,white,eductation,10,male,1999-04-10,00:12:34.420,"the children, and that if we can get the children to"
0,white,eductation,10,male,1999-04-10,00:12:34.420,"the children, and that if we can get the children to"
0,white,eductation,10,male,1999-04-10,00:12:37.310,lose the hate…
0,white,eductation,10,male,1999-04-10,00:12:38.930,G. SMITH:  ...we can get the world to stop hating.
0,white,eductation,10,male,1999-04-10,00:12:41.630,"And with that, we can make the world a much better place."
0,white,eductation,10,male,1999-04-10,00:12:41.630,"And with that, we can make the world a much better place."
0,white,eductation,10,male,1999-04-10,00:12:50.670,G. SMITH:  Thank you.
0,white,eductation,10,male,1999-04-10,00:12:51.630,WINFREY:  That's a big goal.
0,white,eductation,10,male,1999-04-10,00:12:54.800,"But I begin its--I believe, too, that it starts with"
0,white,eductation,10,male,1999-04-10,00:12:58.990,G. SMITH:  That's correct.
0,white,eductation,10,male,1999-04-10,00:13:02.750,There are two very--there are two periods
0,white,eductation,10,male,1999-04-10,00:13:06.210,that I really like.
0,white,eductation,10,male,1999-04-10,00:13:07.180,The--the city states of ancient Greece and the Roman
0,white,eductation,10,male,1999-04-10,00:13:07.180,The--the city states of ancient Greece and the Roman
0,white,eductation,10,male,1999-04-10,00:13:15.460,"and how much technology they thought up,"
0,white,eductation,10,male,1999-04-10,00:13:15.460,"and how much technology they thought up,"
0,white,eductation,10,male,1999-04-10,00:13:20.700,"Unfortunately, the libraries were burned,"
0,white,eductation,10,male,1999-04-10,00:13:22.870,"and the books were burned, but they had such a very"
0,white,eductation,10,male,1999-04-10,00:13:22.870,"and the books were burned, but they had such a very"
0,white,eductation,10,male,1999-04-10,00:13:27.270,wonderful civilization of how they could make those
0,white,eductation,10,male,1999-04-10,00:13:27.270,wonderful civilization of how they could make those
0,white,eductation,10,male,1999-04-10,00:13:30.970,monolithic sculptures and had all that technology.
0,white,eductation,10,male,1999-04-10,00:13:36.180,And the second period I would say is the Renaissance
0,white,eductation,10,male,1999-04-10,00:13:36.180,And the second period I would say is the Renaissance
0,white,eductation,10,male,1999-04-10,00:13:40.180,for how they revived this perio--that period of--of
0,white,eductation,10,male,1999-04-10,00:13:40.180,for how they revived this perio--that period of--of
0,white,eductation,10,male,1999-04-10,00:13:44.290,wonder in the Mediterranean world and brought back the
0,white,eductation,10,male,1999-04-10,00:13:44.290,wonder in the Mediterranean world and brought back the
0,white,eductation,10,male,1999-04-10,00:13:48.650,splendor of what the world was.
0,white,eductation,10,male,1999-04-10,00:13:50.860,WINFREY:  What do you think is the best invention
0,white,eductation,10,male,1999-04-10,00:13:50.860,WINFREY:  What do you think is the best invention
0,white,eductation,10,male,1999-04-10,00:13:53.360,of this century?  A lot of people are talking about that.
0,white,eductation,10,male,1999-04-10,00:13:53.360,of this century?  A lot of people are talking about that.
0,white,eductation,10,male,1999-04-10,00:13:55.870,G. SMITH:  Hmm.  This century--probably the--the
0,white,eductation,10,male,1999-04-10,00:13:55.870,G. SMITH:  Hmm.  This century--probably the--the
0,white,eductation,10,male,1999-04-10,00:14:04.900,that's where we're going to lead.
0,white,eductation,10,male,1999-04-10,00:14:07.030,We have to go out to find--because the resources of Earth
0,white,eductation,10,male,1999-04-10,00:14:17.650,the resources are ti--may be in infinite amounts.
0,white,eductation,10,male,1999-04-10,00:14:22.380,And there's so much to know and so much to explore.
0,white,eductation,10,male,1999-04-10,00:14:25.990,WINFREY:  Thank you.
0,white,eductation,10,male,1999-04-10,00:14:28.050,G. SMITH:  Thank you.
0,white,eductation,10,male,1999-04-10,00:14:32.120,relate to you? G. SMITH:  The--they're very nice.
0,white,eductation,10,male,1999-04-10,00:14:36.100,They're very sociable.
0,white,eductation,10,male,1999-04-10,00:14:37.800,WINFREY:  Do they ever ask to see your homework?
0,white,eductation,10,male,1999-04-10,00:14:44.980,"Mr. SMITH:  Well, we've always been afraid that--we look back"
0,white,eductation,10,male,1999-04-10,00:14:50.070,"over the years and find that there's been gaps in--you know,"
0,white,eductation,10,male,1999-04-10,00:14:50.070,"over the years and find that there's been gaps in--you know,"
0,white,eductation,10,male,1999-04-10,00:14:50.070,"over the years and find that there's been gaps in--you know,"
0,white,eductation,10,male,1999-04-10,00:14:56.990,"debated wi--amongst ourselves about that,"
0,white,eductation,10,male,1999-04-10,00:15:12.240,and I believe that every moment that I spend to the
0,white,eductation,10,male,1999-04-10,00:15:12.240,and I believe that every moment that I spend to the
0,white,eductation,10,male,1999-04-10,00:15:12.240,and I believe that every moment that I spend to the
0,white,eductation,10,male,1999-04-10,00:15:26.190,And you want three different PhDs?
0,white,eductation,10,male,1999-04-10,00:15:28.120,G. SMITH:  That is correct.
0,white,eductation,10,male,1999-04-10,00:15:53.310,"cancer and AIDS, as well as figure out a way for the"
0,white,eductation,10,male,1999-04-10,00:15:56.480,regeneration of cells in humans and the reduction of the
0,white,eductation,10,male,1999-04-10,00:15:56.480,regeneration of cells in humans and the reduction of the
0,white,eductation,10,male,1999-04-10,00:15:59.620,"aging process. With my third PhD in political science,"
0,white,eductation,10,male,1999-04-10,00:16:03.280,"I would like to become the president of the United States,"
0,white,eductation,10,male,1999-04-10,00:16:03.280,"I would like to become the president of the United States,"
0,white,eductation,10,male,1999-04-10,00:16:06.350,as well as maybe our appointee to the United Nations
0,white,eductation,10,male,1999-04-10,00:16:18.800,I really do.  Thank you so much.  Thank you so much.
0,white,eductation,10,male,1999-04-10,00:16:18.800,I really do.  Thank you so much.  Thank you so much.
0,white,eductation,10,male,1999-04-10,00:16:22.020,G. SMITH:  Thank you.
